#Sourcename     n2hp_max    n2hp_num   hnc_max   hnc_num    hcop_max   hcop_num   hcn_max   hcn_num
G357.706-00.292    5.01464    1    7.87899    17    8.85103    23    4.91069    0
G358.205-00.018    5.41244    1    4.98424    0    12.6409    71    10.4038    44
G358.883+00.052    4.09899    0    4.8857    0    7.77318    15    7.57588    22
G358.884-00.353    5.899    4    6.6383    4    11.2969    75    7.86541    62
G359.138+00.030    6.56613    6    6.27301    12    12.1161    70    9.71356    68
G359.210-00.076    9.51177    24    9.29812    16    12.9218    80    20.5038    82
G359.598-00.225    40.5406    73    27.067    95    41.2583    100    31.3022    68
G359.606+00.013    33.8662    100    29.8582    100    33.7881    100    28.9796    100
G359.656-00.300    4.91299    0    8.74884    39    16.0313    90    17.0701    79
G359.913-00.130    10.8836    58    28.02    100    29.4947    100    40.5188    100
G359.941+00.173    11.1744    7    8.81111    6    10.69    10    11.4998    45
G359.997-00.475    9.40891    67    8.59149    57    13.8907    99    13.9446    97
G000.006+00.156    15.0404    28    11.7644    45    17.889    65    20.5475    73
G000.048+00.027    38.4625    87    48.7043    100    22.9215    92    28.7267    100
G000.067-00.077    56.5174    100    58.2376    100    58.8857    100    47.5958    100
G000.097-00.166    14.9689    54    16.8858    58    28.8726    98    23.3705    79
G000.104-00.080    64.3031    100    66.5675    100    60.1822    100    55.5348    100
G000.106-00.001    50.1734    100    40.3048    100    5.53522    7    33.2539    100
G000.160-00.451    26.7361    88    11.7339    87    15.8816    99    14.248    93
G000.163+00.066    4.48162    0    9.14034    49    4.76285    0    4.23233    0
G000.186+00.083    11.4545    29    11.3079    36    18.0776    79    16.6196    79
G000.208-00.518    10.7236    52    7.8522    13    7.36487    5    5.8272    1
G000.213-00.024    24.447    99    27.3306    100    32.5101    100    31.934    100
G000.228-00.474    12.8263    83    9.719    79    15.5298    98    10.3718    95
G000.238-00.189    14.8627    85    24.6858    97    24.4706    100    23.444    99
G000.244-00.456    11.8529    57    8.4122    61    14.5358    100    9.7599    81
G000.270-00.061    21.4107    100    32.3558    100    32.8178    100    32.8859    100
G000.279-00.480    14.1021    72    11.096    59    13.4923    94    13.1521    90
G000.296+00.043    31.2221    93    52.0107    100    52.7894    100    41.1005    100
G000.307-00.158    26.1896    84    23.2707    100    37.2544    100    34.7801    100
G000.320-00.200    42.286    93    33.5293    100    59.2831    100    67.9229    100
G000.338+00.059    21.3194    92    21.2276    100    7.41144    29    9.4315    58
G000.381+00.056    22.368    98    31.2238    100    27.4928    100    36.1116    100
G000.398-00.606    8.7308    17    6.82516    25    9.12129    57    11.1819    88
G000.408-00.213    6.31271    9    8.4554    74    14.4764    100    14.5527    100
G000.410-00.504    21.0101    31    17.547    52    25.3223    73    24.3482    70
G000.416-00.536    5.96183    3    9.72885    24    12.7712    61    15.8009    62
G000.496+00.187    20.8769    58    10.1215    36    6.89284    6    8.23447    17
G000.497+00.021    32.5579    100    38.4203    100    39.6509    100    55.4733    100
G000.497-00.104    26.5989    100    30.0948    100    21.6038    100    28.2401    100
G000.517-00.657    25.8587    100    15.4665    100    12.4465    100    14.9594    100
G000.529+00.126    7.54121    26    7.38871    27    5.91934    2    6.79618    12
G000.534-00.645    25.8819    95    16.2093    100    20.9891    100    22.8305    100
G000.547-00.855    85.7398    100    61.7102    100    71.1381    100    97.1084    100
G000.581-00.670    3.76198    0    8.8234    44    7.91494    52    9.19037    71
G000.594-00.872    51.5236    99    33.4308    100    49.1742    100    55.1715    100
G000.612-00.274    3.18804    0    3.97051    0    6.13065    14    5.83018    7
G000.624-00.542    6.01695    5    4.46475    0    4.65204    0    9.5988    47
G000.624-00.850    12.3057    61    10.5575    73    17.4717    93    13.5907    79
G000.664-00.035    35.0138    95    41.5484    100    68.2573    100    66.03    100
G000.709-00.181    15.8023    100    18.5949    100    17.6462    100    23.99    100
G000.735-00.095    16.7168    96    14.0267    92    18.4505    100    16.1039    99
G000.853+00.467    4.07102    0    4.86967    0    4.66212    0    3.84647    0
G000.855-00.037    32.135    100    40.0332    100    32.2283    100    32.6741    100
G000.892+00.143    13.3352    66    20.1712    92    28.7404    100    36.5691    100
G000.908+00.116    11.3898    71    15.9284    100    21.8038    100    31.2659    100
G000.945-00.316    7.17806    15    8.12345    32    3.72531    0    3.66438    0
G001.006-00.240    11.5543    71    18.6408    100    16.556    100    20.7615    100
G001.048-00.069    6.99134    25    9.41438    38    19.9265    99    20.9227    94
G001.123-00.110    27.6549    83    8.94565    38    3.18071    0    0.998806    0
G001.182-00.405    7.23441    32    14.7867    95    9.12123    84    18.2021    100
G001.260-00.148    15.8036    100    18.8972    100    22.0587    100    24.9208    100
G001.271-00.480    6.53108    19    15.906    90    6.88173    4    19.8374    100
G001.288+00.035    8.09359    23    12.2257    86    22.8483    100    30.0694    100
G001.323-00.072    25.0727    95    23.774    100    19.8701    100    33.6472    100
G001.339-00.130    19.5225    96    19.2061    89    12.016    74    14.1659    67
G001.344+00.258    30.6497    100    29.3447    100    24.9406    100    47.5882    100
G001.381+00.201    6.72609    6    9.16533    65    17.796    100    33.6512    100
G001.381-00.213    3.23404    0    1.90665    0    0.243228    0    0.959514    0
G001.426-00.232    5.87174    2    8.18864    55    12.9224    91    22.2943    100
G001.471+00.037    21.1882    100    29.3922    100    31.4082    100    44.7454    100
G001.510+00.155    24.6657    100    30.8832    100    30.5797    100    32.7702    100
G001.516-00.195    8.00226    16    12.2972    83    14.7877    100    21.9009    100
G001.522-00.116    7.26451    12    18.8503    100    9.52771    59    14.1859    100
G001.523-00.253    5.54661    4    6.01344    8    12.4384    93    12.9938    87
G001.610-00.172    16.5072    100    19.9801    100    14.651    100    23.5687    100
G001.639-00.190    14.4606    93    20.5488    100    12.1863    69    22.2609    100
G001.655-00.062    27.5821    100    55.69    100    42.6277    100    45.2815    100
G001.675-00.127    14.9545    98    22.765    100    15.4613    100    25.8816    100
G001.692-00.169    8.73581    52    9.67405    94    9.1832    86    14.723    100
G001.699-00.366    28.4098    98    30.2621    99    19.9303    97    29.328    100
G001.746-00.082    8.59434    45    18.1353    100    19.9408    100    22.8364    100
G001.791-00.124    15.7183    93    17.1363    100    7.31893    37    18.4185    95
G001.883-00.062    25.1344    97    34.9854    100    10.1126    78    15.5474    97
G001.893-00.183    11.3548    58    14.9287    92    7.80175    28    19.034    66
G002.084-00.572    5.12489    1    5.61093    2    5.44909    2    4.31319    0
G002.143+00.008    9.54599    9    10.8332    15    10.5864    16    16.9241    26
G002.402+00.066    6.14259    1    4.48588    0    4.33624    0    3.4155    0
G002.443+00.127    19.8065    64    12.3806    69    12.1326    73    9.78128    46
G002.445-00.545    6.41052    1    5.38666    1    2.522    0    2.70526    0
G002.505-00.046    9.54806    47    7.2913    22    3.89966    0    5.07815    1
G002.519-00.663    5.86099    6    4.92021    0    2.61976    0    3.87841    0
G002.534+00.200    22.3519    85    12.6301    66    13.9822    92    7.32034    29
G002.591-00.183    6.91131    2    5.84325    3    4.28269    0    5.12678    1
G002.615+00.135    13.2482    41    8.43414    23    10.6164    38    12.0173    28
G002.623+00.237    17.7752    86    12.8078    86    11.2358    76    8.43974    50
G002.632+00.156    5.09078    1    7.12004    9    5.57163    5    5.06035    2
G002.649+01.014    8.56809    15    8.68184    12    9.27097    37    9.12676    15
G002.702+00.039    10.5807    18    7.22278    9    9.9116    11    8.0692    17
G002.874+00.072    13.7774    53    16.6392    65    30.1602    100    57.7051    100
G002.918-00.191    9.82209    36    10.8944    56    5.99866    5    10.0171    51
G002.944+00.130    7.7919    18    6.39448    3    14.9596    75    19.3846    78
G002.948-00.196    7.85535    14    9.01194    42    7.15317    33    7.62205    45
G002.986+00.010    10.8429    41    13.6057    65    23.3849    87    26.8316    86
G003.000+00.157    3.96084    0    3.46242    0    12.5284    84    24.1159    92
G003.036-00.064    13.0048    100    17.9453    100    20.0524    98    21.7751    100
G003.044+00.145    5.92176    1    2.27545    0    0.37914    0    -0.661935    0
G003.095+00.422    13.4901    56    13.9521    71    17.9798    92    23.9302    96
G003.102+00.294    13.0998    79    18.7125    99    9.20172    45    24.2685    100
G003.136+00.414    14.96    30    15.1489    56    7.52584    5    39.043    93
G003.181+00.538    8.76388    47    11.2435    86    29.1306    100    43.8274    100
G003.204-00.108    6.2331    5    4.09328    0    4.28093    0    5.1288    1
G003.208-00.195    2.13743    0    4.03856    0    0.654788    0    2.20246    0
G003.209+00.642    11.3443    52    13.6579    67    13.8636    100    24.9222    100
G003.222+00.494    5.37976    4    6.81556    8    23.4102    100    25.9091    100
G003.233+00.265    3.35849    0    3.47318    0    10.6098    17    13.5407    20
G003.240+00.635    27.3477    92    29.4358    97    22.5475    100    31.5165    100
G003.255+00.412    21.1642    90    25.3183    98    19.9184    100    26.4862    100
G003.260+00.478    11.6426    56    12.319    72    21.0755    100    27.837    100
G003.268+00.442    7.36535    17    9.47965    42    16.2605    94    15.6048    93
G003.271+00.149    7.01568    19    11.7555    72    10.5924    93    23.0152    100
G003.274+00.582    8.23279    50    14.4182    78    15.8785    100    21.8717    100
G003.279+00.586    8.92126    21    13.2713    50    15.722    100    24.1742    100
G003.309+00.333    13.0454    51    14.0925    63    7.31359    41    20.2775    98
G003.338+00.419    38.6917    100    36.7181    100    35.9557    100    44.4527    100
G003.350-00.077    8.96577    18    11.8104    45    5.57052    1    6.73992    4
G003.385+00.308    4.54945    0    4.7311    0    11.7324    67    18.2359    54
G003.408+00.881    9.42556    28    8.75353    43    12.7833    90    8.64791    43
G003.500-00.200    8.0297    17    5.32852    3    7.86843    19    4.83045    0
G003.651-00.127    5.47835    5    4.10565    0    3.76063    0    4.4942    0
G003.683-00.097    7.13336    9    7.63423    5    4.57223    0    3.71446    0
G003.755+00.018    5.55199    6    3.07351    0    5.24222    1    4.37695    0
G003.911-00.000    5.8639    1    3.08162    0    2.79688    0    4.77339    0
G004.002+00.337    14.0786    67    8.80552    37    11.1311    67    11.9751    71
G004.387+00.077    8.02106    17    6.06488    9    6.86903    15    5.16108    2
G004.895-00.127    20.1171    80    15.0115    77    16.404    99    7.87349    19
G005.388+00.186    7.88648    26    8.00208    17    10.0421    41    9.15255    39
G005.480-00.253    4.92096    0    8.17839    19    17.0409    94    22.5521    94
G005.505-00.245    11.0033    30    5.2971    1    4.35919    0    3.49159    0
G005.834-00.399    6.33891    5    10.5504    60    15.3515    97    19.4296    96
G005.852-00.240    7.38962    7    6.71462    6    3.30819    0    5.249    3
G005.898-00.444    44.3315    97    34.5601    99    32.7891    100    41.2798    100
G005.908-00.545    20.7346    57    15.5038    73    25.8738    100    12.6172    98
G006.081-00.116    6.78544    9    4.48648    0    7.95032    15    5.16888    2
G006.119-00.636    10.7078    40    13.8703    71    17.8842    97    17.8888    100
G006.224-00.050    5.75591    2    5.34466    2    4.97834    0    4.6427    0
G006.246-00.124    10.4521    18    6.83216    8    5.89447    4    5.01464    1
G006.368-00.052    3.8247    0    6.51565    1    3.3032    0    1.80327    0
G006.404-00.040    2.52868    0    3.06334    0    2.8435    0    2.89839    0
G006.786-00.019    2.6965    0    4.67499    0    4.39518    0    6.03396    8
G006.916-00.225    32.2669    91    17.5122    94    14.4739    71    11.4545    48
G006.920-00.254    28.2245    94    18.9788    80    13.8298    77    11.5065    60
G006.980-00.290    6.01685    2    4.74647    0    9.09973    23    13.6258    59
G007.010-00.254    3.66799    0    4.54714    0    11.7748    64    12.3708    59
G007.037-00.158    3.08113    0    6.11546    7    14.0193    83    9.62259    59
G007.178+00.086    6.06811    3    6.10759    6    6.55465    12    6.69368    3
G007.276-00.168    5.85458    2    7.66914    28    11.2739    36    12.047    78
G007.335-00.018    29.9512    97    16.6415    81    12.1285    87    15.546    85
G007.507+00.400    4.59021    0    3.69816    0    5.57183    1    5.18149    1
G007.601-00.141    4.3643    0    2.23556    0    4.94966    0    3.23484    0
G007.636-00.194    3.36584    0    2.72722    0    2.63159    0    3.85566    0
G008.206+00.190    9.1427    27    5.19435    2    7.22876    17    8.608    53
G008.249+00.176    11.3981    34    6.65837    11    6.78587    14    7.7231    49
G008.274+00.163    11.1104    61    7.96795    43    6.61684    19    9.86253    78
G008.276+00.511    4.98333    0    4.34973    0    6.76657    3    5.88394    3
G008.379-00.349    9.69352    17    10.8835    65    13.1432    78    16.8729    91
G008.401-00.289    36.7231    97    25.1658    100    41.4686    100    31.0725    100
G008.425-00.277    17.0861    88    11.7896    91    19.8407    100    14.6816    100
G008.448-00.614    8.50601    27    5.45106    2    8.89414    47    5.74456    12
G008.487-00.980    16.0575    99    14.8938    98    24.0487    100    13.2413    100
G008.490-00.283    22.2183    98    16.5729    98    29.3973    100    21.5689    100
G008.548-00.684    8.30149    41    6.85273    22    7.95844    31    9.57058    65
G008.644-00.398    20.774    79    13.5416    75    20.4121    100    15.7669    98
G008.875-00.499    9.23935    29    5.37135    2    6.24491    6    5.16687    2
G008.939-00.611    8.94518    18    6.15441    6    5.30164    4    4.83916    0
G009.923-00.746    7.49085    9    9.6709    30    16.7567    85    22.8455    95
G010.026-00.353    8.60875    19    6.06532    6    4.54416    0    5.00928    1
G010.099+00.739    2.54435    0    3.8894    0    2.71148    0    3.94629    0
G010.191-00.389    46.9871    99    17.7121    98    12.9836    91    12.0544    97
G010.209-00.352    55.5212    100    18.4096    100    15.127    99    13.1756    97
G010.213-00.324    37.6656    100    21.1212    100    24.5111    100    12.3042    93
G010.225-00.207    51.5614    100    17.5105    85    15.6872    99    12.8795    91
G010.297-00.147    47.0172    94    42.1492    96    52.9284    99    45.3718    100
G010.322-00.230    11.3962    39    7.31348    10    2.24795    0    3.51614    0
G010.573-00.578    7.33421    6    6.92347    9    11.2868    30    8.30265    29
G010.630-00.510    9.45381    57    7.14459    31    11.3241    94    8.50901    59
G010.680-00.027    12.5045    26    6.13711    5    6.23736    13    5.10489    1
G010.724-00.332    19.6038    43    12.0467    44    24.2196    99    18.9142    87
G010.754-00.199    11.8548    74    9.20865    69    5.30433    1    4.39698    0
G011.033+00.061    12.7583    32    5.19047    1    5.31111    1    4.77993    0
G011.072-00.384    13.7902    65    6.70255    22    9.16425    49    7.75034    13
G011.115+00.052    8.13213    18    5.33353    1    0.753989    0    3.19933    0
G011.755-00.147    13.9464    35    8.09564    30    11.6502    60    12.3559    74
G012.805-00.318    25.5936    77    5.53372    5    4.94571    0    5.19723    1
G012.916-00.333    19.3494    87    8.56514    36    11.435    94    7.18981    19
G014.454-00.142    8.69223    28    9.30318    85    11.4563    99    12.6982    100
G014.617+00.332    8.03633    10    5.61832    3    6.55282    3    5.21756    1
G014.770-00.355    10.1328    18    7.35925    10    3.91342    0    4.07695    0
G018.876-00.489    50.5621    95    36.0701    100    47.4778    100    36.313    100
G019.486+00.149    14.2025    48    9.50339    51    11.8214    72    14.2955    85
G321.030-00.480    10.8617    24    12.7596    31    22.4545    86    21.8669    93
G321.055-00.505    6.56712    8    12.4449    72    17.6917    97    25.0563    99
G321.125-00.263    3.17715    0    4.1973    0    9.89553    9    6.42946    8
G321.149-00.527    7.08312    7    9.06727    10    14.5882    72    15.7157    76
G321.194+01.311    8.59276    14    6.02857    1    10.7415    45    8.18492    32
G321.652-00.022    5.89554    2    5.3266    3    5.0304    1    5.36142    2
G321.719+01.175    18.5335    83    13.0214    80    18.0801    100    9.76195    74
G321.738-00.663    7.57444    6    6.75021    8    8.12264    21    11.5221    30
G321.758+00.027    11.1261    29    9.52883    33    11.6172    48    12.7971    53
G321.936-00.005    20.5394    53    12.2693    59    19.2506    94    22.3105    98
G322.519+00.633    12.3739    40    15.1764    50    17.8095    80    13.2337    45
G322.702-00.330    5.39651    4    5.6283    3    11.0208    38    8.58154    14
G322.930+01.391    34.0623    86    9.76126    32    15.2978    72    9.85448    29
G323.188+00.150    11.6426    45    10.5353    55    21.1475    82    16.3138    86
G323.444+00.094    13.4472    42    10.1887    75    15.2501    97    14.1173    97
G323.738-00.261    24.8889    71    12.9937    74    21.2398    100    22.47    98
G323.791-00.397    3.51351    0    3.64225    0    4.28794    0    3.08916    0
G323.797+00.016    8.34358    18    6.79216    10    10.6244    71    9.39911    38
G324.094-00.111    7.619    12    7.06766    7    8.60029    18    7.04825    7
G324.113+00.433    11.1601    38    8.40581    19    6.62263    10    6.98593    6
G324.186+00.402    13.2262    43    8.60815    35    13.608    55    8.32366    22
G325.125+00.030    9.20739    10    8.33599    26    14.5772    74    14.8892    72
G326.266-00.483    16.2826    29    13.1699    51    21.7487    85    16.2307    85
G326.319-00.391    6.35644    4    5.74427    2    11.8075    20    12.9478    23
G326.427+00.913    14.1297    41    10.2583    55    15.5983    100    17.3565    99
G326.472-00.377    20.2198    50    15.3762    60    25.2624    99    20.9622    93
G326.566+00.197    7.54123    13    7.82783    20    8.64143    37    9.61042    34
G326.722+00.613    25.8113    95    30.0576    100    50.8838    100    53.9357    100
G326.772-00.125    10.3349    22    9.54614    59    11.4979    39    9.65885    37
G326.880-00.105    6.36751    7    5.88502    7    9.38726    68    8.20814    24
G326.930-01.086    5.75188    2    6.67839    7    8.02482    34    7.52133    30
G326.975-00.030    27.6212    95    21.6381    100    26.2299    100    15.0241    100
G326.975-00.083    8.84894    26    6.60728    16    7.1753    27    7.20689    19
G327.238-00.516    12.5237    42    11.4314    95    16.4937    100    21.6531    100
G327.259-00.604    8.43239    26    12.4478    93    19.6626    100    27.0863    100
G327.266-00.538    9.54035    11    16.4545    100    27.623    100    36.4885    100
G327.358-00.097    4.43014    0    3.62937    0    4.77021    0    4.43801    0
G327.416+00.002    5.32302    1    6.70203    4    8.07784    12    8.22799    16
G327.594-00.094    6.80781    7    5.23981    5    11.9699    35    8.0846    24
G327.622-00.111    13.5548    30    11.2564    47    13.7748    63    11.2019    49
G327.630-00.358    5.84454    2    4.24272    0    4.04106    0    4.97657    0
G327.811-00.636    8.50597    26    9.09379    26    9.80573    53    16.0967    96
G327.825-00.650    15.6268    43    11.6457    73    15.6218    82    13.2038    77
G327.947-00.113    9.73713    20    11.6574    32    16.9694    49    9.97253    27
G327.969-00.713    6.5958    10    6.35457    3    7.4034    15    7.02923    21
G328.052-00.047    10.6772    28    6.41921    6    9.56923    21    6.40864    7
G328.075+00.588    7.02176    14    6.67458    5    5.56698    3    4.51243    0
G328.202-00.463    12.6633    40    11.7201    73    16.9999    95    19.8716    100
G328.219-00.591    8.03183    20    7.95348    28    10.5455    61    10.3819    62
G328.316-00.419    5.47329    4    5.60777    4    5.36727    3    6.91601    10
G328.336-00.525    22.5129    82    17.5441    87    23.563    100    12.4777    95
G328.547+00.269    13.1061    23    11.3941    35    18.1398    54    16.8362    60
G328.563+00.419    6.828    5    5.2674    3    4.91669    0    5.46824    2
G328.575-00.527    20.5123    45    25.0729    98    38.9979    100    64.5151    100
G328.577+00.063    4.04506    0    3.64375    0    6.9674    4    5.77304    6
G328.655+00.055    7.34911    9    5.55961    3    5.96658    1    3.9875    0
G328.822-00.077    6.52415    6    6.42779    4    9.40055    28    7.19461    15
G328.938+00.563    5.04727    1    5.48519    2    9.05145    40    7.73852    4
G329.161-00.283    9.19787    28    7.32193    14    10.9173    55    7.11261    26
G329.272+00.113    4.44693    0    5.47921    3    7.58158    14    9.81361    40
G329.274+01.366    4.70918    0    3.05048    0    4.93693    0    4.23825    0
G329.314-00.302    10.0664    21    5.97039    7    8.75854    37    10.8728    55
G329.391+00.983    3.31546    0    3.37785    0    3.34316    0    4.44796    0
G329.413+00.152    5.17355    3    4.75836    0    5.47154    2    3.89849    0
G329.455+00.169    14.5029    57    11.9813    72    17.9608    100    21.9998    100
G329.475+00.838    6.98468    6    9.22337    16    15.5834    38    15.353    51
G329.491+00.102    5.11493    1    4.4394    0    8.01824    51    7.14291    35
G329.536+00.419    5.0851    1    4.973    0    5.02286    1    6.12521    4
G329.552+00.180    5.73832    4    4.69398    0    7.30074    5    6.18725    6
G329.608+00.111    5.09351    1    6.53718    6    8.37078    26    6.53505    11
G329.719+01.163    12.6214    46    8.48823    29    21.2268    82    14.7954    77
G330.013+01.041    14.7508    85    9.70587    71    13.2522    96    11.0765    69
G330.038-00.055    3.78598    0    3.00307    0    3.2208    0    4.4923    0
G330.041-00.060    3.26454    0    3.42566    0    2.91628    0    2.86424    0
G330.292+00.000    7.03277    8    5.20081    3    8.04854    29    8.83518    26
G330.370+00.525    3.44087    0    3.34705    0    4.76465    0    3.57707    0
G330.779+00.395    4.27154    0    3.65301    0    6.16774    8    6.18246    3
G330.820-00.509    11.3175    34    8.14108    35    12.6966    72    9.60914    50
G330.876-00.385    41.8204    78    30.7557    94    52.7851    100    49.7223    100
G330.878-00.368    36.4064    98    35.0369    100    64.8652    100    50.5927    100
G330.920-00.306    4.39937    0    3.71318    0    5.67768    1    4.32251    0
G331.030-00.193    9.16144    9    10.2416    55    23.6085    100    14.5187    95
G331.059-00.171    13.5264    49    11.3394    75    17.8756    97    16.1656    100
G331.083-00.477    10.6309    25    9.61509    88    14.828    100    15.7791    100
G331.093-00.128    4.70351    0    4.56826    0    6.45414    12    7.46595    19
G331.230-00.226    7.9565    12    6.51193    7    8.13632    24    8.30439    40
G331.241-00.202    10.4178    25    7.07616    14    9.89479    48    11.4051    66
G331.247-00.447    6.0238    8    5.95076    7    10.2972    36    7.81448    39
G331.309-00.376    14.9639    81    12.2997    74    17.579    95    15.8301    100
G331.334+00.144    2.91036    0    2.58912    0    3.07617    0    2.96782    0
G331.340+00.019    6.85626    11    5.7099    1    4.55544    0    4.78635    0
G331.344-00.345    13.7167    47    15.6616    74    28.4919    99    35.9756    100
G331.344+00.537    5.73105    5    8.3633    39    9.30703    47    10.3182    58
G331.372-00.400    6.36378    8    11.3073    47    12.4873    86    12.2033    96
G331.387-00.360    7.65542    9    9.89218    41    17.6433    100    21.5458    100
G331.412+00.012    3.79605    0    3.91263    0    7.18574    7    8.16702    14
G331.413-00.165    15.5085    79    11.002    74    12.4095    76    11.3463    64
G331.505-00.343    13.0011    20    8.39154    24    12.108    39    10.8914    40
G331.512-00.103    38.0832    98    33.7609    100    32.6161    100    16.9201    93
G331.525-00.083    25.3403    100    20.8295    100    18.2913    100    16.6806    100
G331.531-00.101    49.9764    92    31.8379    96    26.1209    100    26.0286    100
G331.620-00.045    6.61149    14    5.87041    3    6.9425    18    8.02017    44
G331.680-00.029    9.41079    22    5.93044    12    8.99085    67    9.69387    49
G331.680-00.031    8.51534    18    7.66396    26    12.3911    80    9.22883    66
G331.694-00.215    10.5502    25    7.68917    27    6.76469    23    5.05757    1
G331.707-00.265    5.3381    2    6.24568    4    10.8476    58    9.92351    77
G331.723-00.203    15.8972    35    12.9016    56    19.2107    70    17.8556    71
G331.795+00.021    2.7479    0    2.76684    0    1.66029    0    3.37727    0
G331.855-00.090    8.3742    17    5.71084    3    8.59964    30    5.12616    1
G331.857-00.125    19.2751    74    10.6699    59    1.1731    0    5.57176    3
G332.122+00.933    7.16958    4    6.82254    9    7.25758    11    5.17735    1
G332.123+00.932    9.66812    32    6.58232    14    9.17371    73    5.04338    1
G332.145+00.084    6.75092    17    8.96809    20    10.2384    76    5.21593    1
G332.317+00.181    12.4051    42    13.9944    48    13.3287    73    10.8332    61
G332.353-00.114    6.40284    8    9.37002    45    12.7394    83    13.0939    92
G332.365+00.603    20.5704    30    12.557    45    27.1914    80    22.1091    89
G332.540-00.123    14.3441    46    15.1987    78    24.2135    100    22.7184    100
G332.558-00.592    10.5742    30    12.0644    67    15.1316    96    13.5345    97
G332.560-00.148    18.4071    26    12.9911    37    23.4581    95    18.8463    58
G332.583-00.561    12.679    31    7.80531    24    11.9492    95    11.1571    84
G332.681-00.008    6.87459    7    6.08001    12    6.81726    9    5.53322    5
G332.695-00.613    29.9683    76    19.7078    90    29.23    100    31.583    100
G332.781-00.233    5.1842    2    6.10098    2    7.02182    18    5.09258    1
G332.795-00.597    14.5189    18    12.627    45    23.1018    95    26.3571    97
G332.890-00.570    9.69212    28    9.83484    57    12.3301    99    13.594    100
G332.940+00.912    5.96834    10    7.74161    6    7.14906    12    7.59864    9
G332.948-00.651    6.74702    11    6.96079    12    10.4205    87    9.32124    82
G332.960-00.143    4.82509    0    6.11273    9    9.38236    88    6.6037    19
G332.976-00.034    5.98357    7    5.95576    4    6.99056    13    4.67433    0
G332.976+00.765    33.422    91    26.2949    100    25.9743    100    31.4017    100
G333.003-00.639    12.5602    34    9.03959    43    12.0799    100    13.7608    100
G333.013-00.522    25.8191    88    23.2721    100    35.8198    100    35.7902    100
G333.014-00.521    23.7305    94    22.6148    97    31.6675    100    29.2314    100
G333.019-00.451    25.181    85    28.8052    100    50.2995    100    60.5868    100
G333.030-00.022    10.0183    16    10.8927    31    12.8176    68    13.928    67
G333.030-00.062    12.2294    22    11.0786    30    4.76544    0    9.97966    36
G333.068-00.448    54.1425    100    36.5465    100    42.1444    100    34.8768    100
G333.080-00.555    15.7896    95    13.1977    100    20.3154    100    16.1715    100
G333.108-00.504    32.2007    91    29.9474    100    48.2956    100    57.773    100
G333.127+00.004    4.30684    0    4.66272    0    5.37383    1    4.7437    0
G333.202-00.045    8.45717    16    5.26737    3    3.40323    0    4.36668    0
G333.203+00.295    9.28173    18    8.02226    18    10.2555    30    8.49205    24
G333.204+00.295    11.6857    26    9.60463    21    8.87586    32    10.1271    38
G333.220-00.403    27.6068    80    18.4863    94    25.8935    100    25.4644    100
G333.242-00.516    7.21281    20    10.6536    77    19.8964    100    17.5726    100
G333.252+00.053    11.338    54    11.5821    77    13.7655    80    10.9445    59
G333.285-00.387    56.448    91    42.2663    100    48.9073    100    36.6698    100
G333.330+00.701    5.06296    1    6.5902    13    8.09116    21    8.22659    32
G333.340-00.128    6.26539    7    6.66929    10    7.72491    13    5.74983    2
G333.352+00.085    4.82705    0    5.40475    1    3.1777    0    4.18235    0
G333.377-00.202    6.88821    5    6.02346    6    11.9621    28    11.6117    35
G333.422-00.383    4.51115    0    7.01838    53    11.3757    100    9.86033    85
G333.487+00.088    7.10203    15    4.39559    0    2.00774    0    2.68491    0
G333.527-00.493    13.0218    38    6.71824    10    16.2669    96    11.4088    90
G333.561-00.023    9.75077    18    6.0643    8    10.7518    79    7.76146    24
G333.563-00.299    23.4782    64    14.0856    85    13.4433    84    13.7186    93
G333.569+00.030    11.5678    32    8.4938    30    1.81662    0    4.90246    0
G333.570+00.030    11.8836    37    8.12488    32    8.85892    33    6.03106    5
G333.580+00.089    6.51752    6    10.4625    41    14.5862    68    8.08448    51
G333.603-00.214    19.7298    48    82.6408    100    70.4657    100    70.3451    100
G333.670-00.352    11.0133    47    8.60568    42    15.6199    95    8.62709    43
G333.671-00.354    13.7458    41    11.9086    60    16.5828    94    10.2741    49
G333.680+00.377    13.6981    84    11.094    70    12.0709    96    9.26153    86
G333.686-00.260    5.21297    1    8.4408    70    10.7115    85    10.2114    84
G333.721+00.362    22.7904    92    14.3677    86    19.891    100    18.3905    96
G333.723-00.208    30.7424    72    15.3881    84    15.47    96    11.247    88
G333.731-00.426    4.47724    0    4.18891    0    8.31354    31    7.32808    16
G333.755-00.231    13.7115    44    9.79184    45    13.3142    93    9.44216    64
G333.850+00.525    5.52135    1    2.40816    0    5.94734    3    5.49495    1
G333.930-00.133    10.7567    18    4.4209    0    5.94518    4    6.1183    4
G333.970+00.069    4.86285    0    4.26819    0    6.80555    15    7.10468    15
G334.026-00.048    11.2388    28    5.58688    2    5.23045    3    5.69138    6
G334.328-00.286    5.93231    5    3.86842    0    3.9084    0    5.12251    1
G334.333+00.966    17.4669    53    9.16335    39    11.1193    73    9.48885    44
G334.513+00.096    3.9131    0    3.03826    0    2.25686    0    3.18164    0
G334.527-00.225    3.31423    0    3.62815    0    4.42269    0    4.98535    0
G334.528-00.224    3.57039    0    3.53123    0    3.79156    0    4.90238    0
G334.656-00.286    6.1096    2    8.97895    16    7.09093    22    11.8103    42
