#Sourcename     n2hp_max    n2hp_num   hnc_max   hnc_num    hcop_max   hcop_num   hcn_max   hcn_num
G340.398-00.396    10.8639    55    10.5675    77    12.9422    100    8.15773    55
G340.461-00.636    3.69473    0    3.54239    0    4.82868    0    7.82817    11
G340.785-00.097    19.3408    33    15.8756    37    18.3009    68    25.1918    73
G340.787-01.018    33.3676    97    26.0069    100    37.0649    100    42.2789    100
G340.878-00.374    31.8854    72    11.3514    59    8.73707    38    8.74618    29
G341.034-00.114    10.1245    55    6.10944    11    6.38485    17    6.6073    39
G341.127-00.350    13.4489    41    13.0409    65    16.7524    96    20.7283    93
G341.215-00.236    47.2122    100    20.2074    100    14.5584    99    16.9313    91
G341.218-00.213    33.6871    89    16.6916    89    8.16233    21    14.287    76
G341.266-00.301    51.8279    95    33.4104    96    22.8747    94    16.8344    97
G341.282-00.295    11.5489    55    7.9043    25    10.4875    33    8.09499    29
G341.292+00.319    6.01695    6    6.47333    14    7.89487    48    7.12265    21
G341.812+00.335    7.43102    13    4.2641    0    5.94396    1    5.07802    1
G341.942-00.167    40.9617    99    29.8317    100    29.6069    100    24.4785    100
G342.115+00.504    6.72392    9    5.81579    1    8.48695    27    6.94257    29
G342.130+00.030    7.24909    4    6.46812    6    10.8515    36    9.19155    45
G342.484+00.183    20.8495    35    10.3486    26    14.6735    54    12.5434    63
G342.706+00.125    39.8493    100    28.7621    99    40.6937    100    22.7581    100
G342.959-00.318    11.1299    24    4.80937    0    7.92073    24    4.67071    0
G343.134-00.484    19.5009    55    12.8073    57    9.99152    28    8.38199    40
G343.353-00.071    27.1824    50    19.9771    49    22.7765    71    20.6124    46
G343.486-00.414    7.75498    19    9.8895    49    9.43345    40    7.12436    18
G343.501-00.475    13.026    48    8.56686    20    8.1924    33    8.35284    15
G344.101-00.661    27.8144    83    20.5198    100    19.2399    100    8.99209    81
G344.145-00.617    11.3026    96    12.0905    99    13.683    100    7.88414    46
G344.225-00.672    9.62583    67    7.48728    14    8.67853    85    4.75291    0
G344.246-00.670    15.4033    74    8.7796    41    10.565    73    7.23378    52
G344.726-00.541    9.85005    23    7.80494    10    8.89537    49    5.65406    5
G345.042-00.212    10.9573    92    8.41874    65    5.89012    2    6.84152    16
G345.061-00.204    14.9845    98    11.7113    84    7.94982    50    3.49682    0
G345.210-00.741    8.87844    35    9.14323    32    13.3622    97    9.49226    52
G345.230-00.201    6.3548    10    4.38639    0    7.59332    23    8.08033    26
G345.389-00.916    18.5006    80    16.7745    69    13.9255    50    25.1003    95
G345.556+00.026    7.67819    19    6.99815    7    5.50467    3    7.61553    7
G345.718+00.818    30.6952    98    17.5009    91    22.1425    98    18.5184    81
G345.755-00.028    7.08327    3    7.45378    7    10.7741    44    8.07859    22
G346.078-00.056    17.3091    39    8.18404    24    9.15639    43    12.3248    37
G346.235-00.320    3.81988    0    3.67087    0    5.37725    1    7.84471    4
G347.586+00.217    29.8764    80    29.9027    92    41.0388    97    54.1472    99
G347.627+00.149    46.1681    83    36.9656    91    50.772    100    57.1184    100
G347.871+00.014    22.3628    57    20.7768    79    33.3669    98    23.0183    90
G348.049+00.232    2.50741    0    3.60826    0    4.3195    0    5.98436    4
G348.171+00.465    44.2001    94    30.1973    100    44.0447    100    46.7006    100
G348.181+00.482    71.3379    100    40.3983    100    58.8256    100    67.0376    100
G348.228+00.413    19.6041    78    12.1988    86    16.6784    91    19.5826    100
G348.229-00.962    31.0803    88    22.7837    90    40.2922    90    61.0261    90
G348.533-00.983    29.3776    97    20.0943    95    31.5479    100    21.002    100
G348.548-00.978    20.3026    87    17.0394    90    26.8563    100    17.6032    98
G348.649+00.023    12.0311    25    7.95258    30    10.0794    44    8.55535    41
G348.698-01.033    70.8671    97    69.937    100    105.015    100    114.621    100
G348.729-00.948    16.6233    79    15.8783    93    23.8599    100    19.8967    100
G348.754-00.941    49.2727    99    35.1959    100    56.5838    100    43.8151    100
G348.892-00.179    11.9729    34    17.1408    45    31.8247    71    28.2503    60
G349.119+00.093    20.3518    79    14.9776    82    16.997    99    18.8602    100
G349.176+00.128    6.84747    11    5.32282    3    5.07763    1    4.10645    0
G349.181+00.064    5.67554    5    5.11822    2    6.33313    12    5.49576    1
G349.773+00.020    7.61109    13    8.46285    49    10.032    59    9.90199    53
G349.995-00.554    12.9113    32    9.80126    55    13.4609    99    13.4552    95
G350.014+00.434    12.1962    22    15.5052    40    23.4854    58    25.7663    73
G350.101+00.083    64.0787    99    45.9832    100    54.6123    100    43.3627    100
G350.111+00.092    14.7152    74    11.3932    67    16.2714    98    12.7933    48
G350.271-00.500    14.2625    77    10.0349    63    7.53798    32    10.0191    68
G350.341+00.141    5.78234    2    8.01603    9    4.68317    0    5.20605    2
G350.618+00.673    6.01984    2    4.88194    0    7.78353    20    9.45915    44
G350.720+00.048    3.7247    0    3.26539    0    4.2415    0    3.03519    0
G350.763+00.793    10.3082    32    10.7595    60    9.72225    51    13.7971    92
G350.783+00.800    6.34481    15    7.66058    21    9.32983    54    10.3981    72
G351.137+00.766    14.4527    69    7.46233    44    17.7801    100    17.4141    100
G351.157+00.701    99.5823    98    84.743    100    142.898    100    113.578    100
G351.179+00.634    62.1066    98    36.925    100    52.0115    100    67.743    100
G351.184+00.581    20.4997    88    25.7233    100    43.3897    100    51.3789    100
G351.251+00.652    46.1471    94    44.523    100    71.3426    100    103.656    100
G351.289+00.664    13.4722    53    22.572    100    44.8392    100    59.1041    100
G351.378+00.668    36.8569    92    32.2887    100    54.7248    100    65.0786    100
G351.380+00.707    14.722    59    25.0837    100    33.3746    100    62.834    100
G351.416+00.648    62.2982    100    57.7061    100    100.657    100    98.4855    100
G351.443+00.659    157.777    100    94.1399    100    131.476    100    107.225    100
G351.463+00.681    82.3733    100    39.3378    100    55.0154    100    56.2521    100
G351.468-00.459    2.06037    0    2.15727    0    2.13394    0    1.55775    0
G351.468+00.590    4.00565    0    3.11426    0    4.6324    0    2.41568    0
G351.513+00.701    55.3756    100    27.7539    100    36.1403    100    31.3301    100
G351.613+00.164    17.2454    52    26.823    92    35.5805    93    42.6199    100
G351.743-00.577    23.7075    95    14.7609    81    8.03667    35    13.4181    94
G351.775-00.537    51.3901    100    58.9632    100    70.4698    100    53.6904    100
G351.783-00.606    5.84832    7    7.24484    35    8.43096    46    7.80175    34
G351.786-00.513    64.6461    100    42.4309    100    57.6896    100    51.7184    100
G351.787+00.212    5.93995    6    6.56343    18    8.87829    43    4.10524    0
G351.805-00.448    50.1395    100    37.2402    100    42.6284    100    34.1273    100
G352.060+00.603    9.66947    22    9.56717    45    6.20697    9    8.57111    28
G352.098+00.163    22.776    54    9.07088    33    7.03999    20    5.85586    2
G352.133-00.942    16.9762    63    14.0763    65    14.5303    88    11.3615    63
G352.972+00.925    12.6645    43    8.75041    44    14.0966    90    16.9686    100
G352.996+00.553    23.5187    87    18.7425    100    29.7786    100    30.381    100
G353.054+00.683    51.0666    97    27.5982    99    37.744    100    46.1584    100
G353.068+00.452    20.5587    68    11.7557    78    18.2266    100    18.2858    100
G353.079+00.420    12.9889    50    10.523    82    17.4444    100    17.3595    100
G353.088+00.437    23.6822    97    14.3102    96    19.5682    100    17.6529    100
G353.115+00.366    20.3584    75    16.6313    89    24.6681    99    25.7496    100
G353.147+00.851    19.9962    58    15.7479    70    21.137    81    29.4186    87
G353.229+00.675    3.85653    0    11.9894    86    26.6827    100    30.8655    100
G353.255+00.724    5.68751    1    10.3864    45    22.9945    100    31.8372    100
G353.309-00.259    12.3163    63    12.8238    75    17.0399    100    10.6569    92
G353.363-00.167    6.1985    6    9.71184    30    17.4687    74    15.0326    77
G353.380-00.335    19.7315    96    10.9131    53    11.6104    36    9.80549    36
G353.397-00.071    25.8635    88    29.3629    97    36.4205    100    16.1222    91
G353.411-00.361    87.225    100    57.5364    100    89.5299    100    59.0392    100
G353.417-00.079    13.8936    68    13.8227    61    18.4675    93    8.13081    29
G353.577+00.661    20.6363    48    10.205    65    15.4989    95    14.1988    99
G354.666-00.654    14.8869    85    15.2329    87    17.9616    99    12.2337    82
G354.710+00.292    21.3217    88    16.7551    84    15.179    94    7.17102    17
G354.724+00.301    12.1486    75    10.2834    52    7.03348    26    5.36275    2
G354.843+00.357    6.24705    11    6.26441    23    10.8592    74    6.57152    7
G354.945-00.539    20.9599    52    11.0448    54    12.5845    85    15.4867    98
G355.344+00.148    9.48057    12    10.9284    17    23.4015    45    13.5038    27
G355.581+00.226    3.81336    0    5.13194    2    5.69379    2    8.01815    14
G356.255-00.056    9.75276    18    5.36683    1    10.5162    63    6.20899    26
G356.305-00.204    9.09676    19    6.90339    14    6.33865    5    10.8209    62
G356.412+00.036    8.15212    19    7.52222    35    8.30587    55    7.58832    24
G356.517+00.664    10.1374    25    9.57887    31    9.69211    43    8.33944    42
G356.662-00.265    19.8966    51    19.1843    53    32.8164    98    26.0641    72
G356.862-00.002    9.11591    26    6.09581    13    5.11378    1    4.48159    0
G357.967-00.163    21.1153    42    8.3579    11    3.12165    0    4.95565    0
G358.460-00.393    30.4529    85    11.2931    72    17.6627    73    8.57582    53
G359.895-00.069    78.9716    100    88.042    100    58.1057    100    57.6926    100
G359.944+00.152    23.4624    50    12.0815    43    18.7341    66    18.6062    73
G000.013-00.019    5.19913    1    12.2925    19    6.95699    8    9.77025    9
G000.053-00.209    17.8334    61    11.8988    91    15.1446    99    16.4098    99
G000.090-00.664    45.6391    83    26.5407    90    24.0675    96    19.0143    96
G000.110+00.148    29.2484    100    37.1528    100    29.4422    100    39.4391    100
G000.420-00.178    3.82883    0    7.34218    27    12.4192    86    9.8925    91
G000.483-00.709    33.0847    100    13.2611    88    16.0364    100    11.8548    87
G000.487-00.682    22.4236    100    11.9619    89    15.45    100    11.8843    100
G000.525+00.181    25.2484    60    13.623    53    7.93284    22    8.32828    24
G000.633+00.601    10.8896    27    5.2969    3    10.8389    52    9.24841    50
G000.766-00.248    42.0579    86    18.033    79    9.58373    37    7.9609    15
G000.770-00.190    23.8376    100    14.8289    100    7.81166    23    12.3414    100
G000.832-00.201    21.0468    100    19.4952    100    8.60322    55    17.4025    99
G000.836+00.183    10.9114    16    7.27619    15    3.71141    0    8.24208    10
G001.226+00.059    22.238    95    26.3496    100    36.3279    100    62.4419    100
G001.336+00.103    13.4072    71    19.0035    100    13.9561    100    31.0158    100
G001.599+00.015    17.3529    98    33.3761    100    35.787    100    47.3761    100
G001.694-00.385    17.0278    78    22.3309    93    11.6108    69    19.3002    98
G001.734-00.410    43.9518    100    67.1144    100    13.6259    93    31.4689    100
G002.163-00.107    4.42544    0    7.03192    23    6.47557    22    5.1929    2
G003.033+00.405    5.80832    7    6.48365    11    9.4197    74    7.44402    39
G004.135-00.020    6.61245    7    5.63317    3    2.34031    0    0.846493    0
G004.503+00.418    6.02004    3    5.95879    8    5.29948    3    5.53878    1
G004.516-00.803    16.2222    83    12.607    83    1.00137    0    1.81671    0
G004.627-00.665    16.9274    45    9.29868    33    8.93483    41    7.35791    10
G004.680+00.277    13.4487    24    7.75152    14    10.2182    27    4.68663    0
G004.685+00.005    5.44444    3    4.83752    0    5.2242    2    3.93819    0
G004.709-00.438    4.25766    0    6.56988    5    4.41936    0    4.13828    0
G004.747-00.067    4.75694    0    4.79741    0    4.97889    0    3.07789    0
G004.748-00.763    7.53151    51    7.88536    40    2.74832    0    2.1508    0
G004.763+00.088    13.7648    68    9.23421    64    12.3198    85    7.57224    19
G004.788+00.057    10.8416    76    8.41701    79    11.4191    97    8.60933    60
G004.804-00.159    3.99812    0    4.27091    0    3.67649    0    4.19799    0
G004.827+00.231    16.5157    94    11.7239    72    11.5381    98    11.5016    72
G004.885-00.172    6.05473    7    6.04466    4    8.49902    34    4.33845    0
G005.355+00.097    6.82796    12    7.79134    28    10.0664    59    9.69213    66
G005.615-00.092    24.0865    91    9.36145    62    17.5101    98    12.9908    73
G005.637+00.238    25.0747    93    17.7958    97    20.004    98    20.8566    98
G005.884-00.392    58.6001    99    76.4405    100    88.8605    100    82.4711    100
G005.884-00.393    55.9864    89    73.7484    100    83.994    99    79.8092    100
G005.893-00.320    24.6497    67    15.3635    67    22.7097    96    19.7853    91
G005.899-00.428    45.5826    90    32.4209    93    36.7309    100    45.562    100
G005.912-00.949    4.50491    0    7.70547    23    10.4677    66    11.7725    88
G006.188-00.118    6.26107    5    5.18667    2    5.573    3    4.24922    0
G006.188-00.358    28.2009    58    18.2122    57    24.1474    68    23.6019    86
G006.216-00.609    33.6436    72    21.6613    90    26.6743    99    26.2248    100
G006.498-00.323    2.51981    0    13.7244    90    30.1209    100    32.6954    100
G006.547-00.288    13.9358    37    41.2017    100    50.9773    100    49.4772    100
G006.551-00.097    20.8097    42    7.32166    22    6.57565    9    6.31112    18
G006.565-00.318    10.5742    54    27.1255    100    39.0859    100    41.2166    100
G006.796-00.256    35.3261    86    19.2657    81    13.6968    85    20.7654    91
G007.166+00.132    14.8347    23    8.40779    16    9.70408    22    5.99802    7
G007.276-00.531    14.0266    52    8.84219    41    12.2036    95    10.3716    79
G007.333-00.567    14.1754    33    12.0592    38    11.757    45    15.9695    89
G007.462-00.285    14.0862    33    9.3057    32    10.0092    29    5.36544    4
G007.471+00.061    3.00168    0    2.72731    0    6.37632    7    4.7066    0
G007.632-00.109    14.8046    22    11.9103    43    12.6305    25    2.70859    0
G008.006-00.137    4.95637    0    6.33458    11    10.9006    59    11.3829    65
G008.136+00.244    24.9558    90    15.5263    83    19.5788    95    20.9685    100
G008.141+00.224    27.1534    93    18.1308    90    19.5052    90    18.4789    100
G008.350-00.317    20.779    56    17.4129    93    27.466    100    28.265    100
G008.458-00.224    21.9772    73    10.3197    65    19.0097    100    13.1268    82
G008.708-00.414    24.8312    98    21.3324    100    29.7427    100    22.0154    100
G008.739-00.725    7.36528    12    6.65415    11    9.97266    65    9.64516    43
G008.831-00.028    28.8467    92    11.416    48    8.34341    27    6.90038    28
G008.955-00.535    11.7905    29    5.00073    1    4.18331    0    5.96222    4
G009.037-00.521    15.3463    64    9.01401    28    10.2102    74    8.02144    29
G009.212-00.202    29.8791    97    15.0614    79    25.1717    100    13.5136    92
G009.222+00.167    8.6248    10    8.47655    19    11.041    40    12.0849    61
G009.283-00.149    19.6329    86    12.0609    64    15.6844    97    11.1328    65
G009.422-00.704    14.0512    56    14.1898    80    12.8461    89    12.1104    62
G009.606-00.702    9.3984    36    6.84715    7    10.8937    89    7.94321    25
G009.620+00.195    32.5515    81    36.5759    99    37.0404    100    34.4344    99
G009.796-00.707    7.39841    15    6.79581    17    9.22736    70    7.09544    20
G009.826-00.727    8.19029    29    8.45651    47    13.0669    95    10.0652    60
G009.862-00.101    4.09859    0    4.88484    0    5.36243    6    4.2888    0
G009.877-00.748    44.8782    100    19.1045    99    20.2526    100    19.3554    100
G009.985-00.026    10.4715    19    9.07676    42    15.2455    48    12.2374    46
G010.078-00.193    5.69578    2    6.72979    14    4.72279    0    6.12391    5
G010.105-00.415    14.4284    49    9.63375    42    10.9967    86    8.5004    77
G010.151-00.343    30.802    91    35.2645    100    31.3745    100    18.2661    100
G010.169-00.362    35.4109    100    34.2112    100    25.7007    99    11.2008    88
G010.185-00.346    38.0502    100    21.2234    100    18.3923    91    9.06933    53
G010.293-00.269    14.5234    56    11.3166    61    7.16885    12    3.87901    0
G010.321-00.257    19.8621    82    10.3921    38    5.29998    4    4.18887    0
G010.322-00.160    34.5579    96    22.3547    93    30.9294    100    33.6304    100
G010.342-00.142    45.8417    65    27.4378    72    31.7924    98    25.4824    96
G010.355-00.148    0.0    0    7.06545    9    0.0    0    7.05912    11
G010.445-00.017    12.7687    40    8.19017    36    13.625    95    9.94475    60
G010.473+00.028    55.9723    99    57.6255    100    88.869    100    66.1593    100
G010.578-00.348    7.75518    20    6.94013    11    10.1095    77    12.0655    67
G010.616-00.029    6.57847    8    4.50288    0    8.58156    29    7.36938    23
G010.622-00.421    14.6507    70    11.4295    70    13.9037    93    16.6794    100
G010.624-00.383    36.3916    96    77.6525    100    145.57    100    104.791    100
G010.627-00.337    30.1788    95    21.7935    100    29.7692    100    37.0407    100
G010.661+00.080    8.43059    34    8.79649    42    6.24708    15    4.22853    0
G010.670-00.221    12.2274    59    6.18257    9    6.94459    11    4.74567    0
G010.685-00.307    7.01459    13    7.88608    14    11.9366    77    9.27687    45
G010.958+00.022    14.3864    31    14.9547    42    22.856    74    7.66672    15
G010.984-00.368    10.5823    51    5.58602    5    5.84981    9    4.5047    0
G010.999-00.371    11.1926    65    7.50447    12    7.61167    49    6.73565    17
G011.083-00.534    15.7031    70    14.7951    74    12.9996    78    9.40814    53
G011.364+00.802    10.0129    56    5.83873    4    5.38863    3    5.22731    2
G011.903-00.140    23.2709    64    13.9753    65    11.2032    61    7.91803    34
G011.918-00.613    26.9461    100    17.9266    100    17.9    99    11.1251    79
G011.937-00.615    30.722    98    16.5331    96    22.8387    100    15.3308    85
G011.942-00.156    19.9671    56    16.7993    74    24.0378    88    15.5177    80
G012.200-00.033    20.477    55    13.2401    55    19.7351    79    16.1157    75
G012.203-00.119    40.4119    100    27.839    100    41.531    100    22.718    100
G012.210-00.101    25.328    67    21.2943    69    18.0182    69    13.3224    62
G012.216-00.118    28.0802    77    19.1948    79    28.7545    98    15.5979    72
G012.418+00.506    28.5997    68    28.7368    86    42.3285    100    47.1785    99
G012.497-00.222    19.2947    46    15.6161    74    22.7221    94    18.4975    93
G012.625-00.017    22.2572    85    15.9192    77    15.9761    80    11.8576    58
G012.680-00.180    27.9164    99    9.64377    45    13.3291    87    7.19582    9
G012.721-00.217    15.5003    32    14.7242    93    20.7982    100    26.5676    100
G012.774+00.337    10.4157    34    10.5082    42    11.33    56    15.588    93
G012.777-00.210    65.4714    98    55.1361    100    49.9254    100    72.107    100
G012.790-00.197    57.3985    100    46.3595    100    60.5099    100    56.4743    100
G012.808-00.198    59.6988    100    81.2625    100    108.271    100    79.4769    100
G012.819+00.325    5.22093    1    4.47496    0    8.06706    3    4.35546    0
G012.831-00.209    45.5259    95    43.5549    100    62.5831    100    47.604    100
G012.853-00.226    42.8739    100    23.1873    100    29.7554    100    27.6799    100
G012.879-00.287    26.7614    100    11.9798    97    7.20314    13    8.46419    59
G012.889+00.491    33.7474    87    13.5265    74    17.2101    89    11.2059    63
G012.894-00.281    38.1982    100    17.2904    98    17.9553    100    12.9771    91
G012.905-00.030    34.0083    68    17.6557    69    17.821    72    12.8722    63
G012.908-00.258    41.0645    100    19.3033    98    17.6428    99    9.77857    63
G012.999-00.357    27.8626    71    4.33264    0    4.52712    0    3.46378    0
G013.131-00.150    18.5598    47    11.9405    68    11.9475    83    7.37839    33
G013.177+00.061    49.5377    92    24.5788    94    23.5852    98    22.6282    98
G013.209-00.141    26.6864    93    11.0221    76    11.8189    84    7.77747    27
G013.216+00.033    37.4082    98    20.1643    100    18.2248    100    20.9207    100
G013.243-00.084    28.4414    96    19.7011    99    18.111    99    16.0595    98
G013.275-00.333    16.5274    98    16.4561    100    17.2438    100    13.3827    100
G013.657-00.599    37.3985    84    30.4219    86    32.8794    94    28.0082    82
G013.873+00.281    6.26698    10    11.8706    55    22.4987    95    22.2273    97
G013.882-00.142    10.6905    16    7.96147    21    6.49551    10    9.76362    20
G013.904-00.512    7.93631    34    9.03456    38    10.4081    45    10.8864    82
G013.951-00.407    8.38307    26    8.96797    46    11.6498    88    12.8557    86
G014.011-00.176    25.3591    93    14.0462    98    11.9141    79    18.537    87
G014.018-00.132    11.8628    47    9.1531    44    10.0861    77    14.3447    92
G014.077-00.558    14.0366    76    8.21448    66    11.4433    88    10.4116    85
G014.101+00.086    17.3858    33    13.9365    46    13.1903    85    12.0757    53
G014.102-00.559    23.3542    80    10.8839    88    10.5323    100    10.3261    85
G014.114-00.574    40.4042    99    12.0777    97    12.0635    88    12.3395    98
G014.131-00.521    8.16542    38    6.77253    21    4.27414    0    10.0995    72
G014.182-00.529    14.0324    79    10.8302    80    13.1776    100    12.1091    96
G014.194-00.194    54.9878    98    34.2708    100    36.0147    100    40.1139    100
G014.226-00.511    30.0431    70    17.9908    91    24.9392    99    25.911    100
G014.233-00.175    8.99304    59    7.48969    43    10.5291    90    8.93897    58
G014.245-00.071    14.4933    41    8.96882    33    11.1237    51    7.28444    9
G014.328-00.532    6.25588    8    5.19734    4    7.45773    23    7.81366    30
G014.331-00.644    78.0505    100    24.307    99    32.4475    100    20.3889    96
G014.449-00.100    16.9704    56    11.1593    78    16.7397    99    14.4821    100
G014.462-00.109    28.5764    76    15.7687    99    9.00799    70    17.4617    100
G014.492-00.139    19.7556    81    13.1749    93    13.5139    98    11.5217    93
G014.601-00.542    7.88961    34    7.85573    47    7.99398    62    12.4338    98
G014.606+00.014    26.2814    62    9.51937    27    6.71873    9    5.63602    5
G014.631-00.575    47.5654    94    16.5701    84    20.6473    97    27.4159    100
G014.632+00.308    16.6737    34    8.44568    27    8.75629    31    7.78499    19
G014.685-00.223    3.66703    0    5.75387    2    6.85111    14    5.24271    3
G014.777-00.486    8.94448    35    7.21666    20    11.0885    96    11.7785    71
G014.850-00.991    7.58445    13    6.19445    4    13.3568    71    8.75532    18
G014.988-00.012    9.91302    35    6.84956    13    6.66694    27    6.53062    6
G284.232-00.362    6.65206    4    6.79829    17    13.1834    90    14.5439    84
G287.575-00.911    5.38286    1    5.69338    2    13.1764    37    13.4413    34
G299.608+00.174    6.18051    7    4.36846    0    3.93626    0    5.89268    3
G300.340-00.212    9.61879    20    10.0904    33    25.4271    89    18.5551    82
G300.721+01.199    0.728497    0    4.04813    0    3.3332    0    2.37543    0
G300.826+01.152    18.0473    82    15.6856    95    22.8566    100    15.4164    99
G300.953+01.152    16.2602    76    20.2421    96    37.1847    100    41.4775    100
G300.969+01.145    34.1949    91    38.0322    100    67.3876    100    81.0397    100
G301.015+01.113    16.6578    81    11.3554    87    17.6697    100    14.5848    94
G301.081+00.935    7.62292    24    4.7897    0    11.467    94    8.7977    33
G301.136-00.226    13.5976    56    30.1453    96    60.0833    100    78.6465    100
G301.175+01.004    14.2641    32    9.89247    23    14.9214    82    10.8402    54
G301.698+01.105    5.14633    2    7.534    15    6.2699    10    7.3701    33
G301.730+01.102    17.9451    93    10.6722    84    13.8089    98    17.9227    100
G301.750+00.268    4.45219    0    4.02132    0    6.31357    4    5.85036    1
G302.157+00.059    3.91889    0    4.02272    0    8.80266    27    10.5194    45
G303.267+01.246    8.04994    27    8.42414    36    17.7857    90    11.426    72
G304.203+01.335    7.67948    19    6.91102    12    7.38579    37    7.47795    18
G304.247-00.405    6.18126    3    6.05384    2    6.94355    16    7.51529    13
G304.585+00.580    8.67955    12    6.61953    10    6.53188    16    10.8067    36
G304.673+00.256    13.1967    25    6.00918    10    10.0084    45    6.32453    7
G304.713+00.599    4.0803    0    5.06002    1    3.4261    0    7.68797    17
G304.715+01.316    9.28741    38    5.61869    3    8.94532    62    6.14345    5
G304.789-00.871    4.78219    0    4.39359    0    5.56189    1    5.74767    3
G304.794+00.580    5.30051    1    5.50884    1    5.62817    2    5.43676    2
G304.870+00.605    4.85901    0    5.56461    2    7.47725    21    6.8185    11
G304.900+00.575    3.50358    0    3.55606    0    6.63632    24    6.56276    10
G305.095+00.250    8.08978    21    6.88612    20    14.6637    96    12.0489    76
G305.137+00.068    30.6359    78    19.9453    61    27.9448    98    28.9986    99
G305.173+00.220    11.6937    72    14.0904    90    19.4235    99    22.879    100
G305.194-00.006    27.0766    87    17.5256    98    20.2352    85    20.3294    100
G305.196+00.033    14.1563    47    23.9942    84    27.0505    96    27.4035    98
G305.198+00.006    44.4134    80    27.6391    90    22.2757    80    31.4828    99
G305.200+00.019    16.9119    32    13.5083    64    16.379    66    22.5628    83
G305.201+00.227    25.8511    82    28.8667    100    35.5656    100    50.6548    100
G305.208+00.207    40.8271    75    48.6101    96    75.6331    100    78.7268    100
G305.226+00.282    42.4539    100    31.8877    100    40.3357    100    35.1541    100
G305.230-00.024    22.0932    95    13.4939    96    17.254    100    22.1116    100
G305.259+00.328    32.6917    99    20.1854    100    29.4481    100    24.0761    100
G305.270-00.009    56.469    80    38.9255    100    53.702    100    60.3559    100
G305.271+00.296    20.7387    61    18.4269    81    22.4416    93    24.0623    95
G305.356+00.201    32.7379    88    30.1801    100    45.5321    100    44.5513    100
G305.367+00.213    28.4924    56    38.8997    99    52.4526    100    66.962    100
G305.476-00.096    9.08665    7    4.79855    0    6.58034    7    5.22715    2
G305.538+00.340    16.1503    46    7.43817    17    11.8474    69    11.0373    52
G305.553-00.011    14.7122    33    17.6857    58    25.9676    99    29.8899    91
G305.562+00.014    12.5885    39    21.6496    81    27.9657    93    47.4112    98
G305.575-00.342    3.98063    0    4.60192    0    7.4982    15    8.02727    25
G305.589+00.460    6.14179    8    4.84668    0    5.70509    8    6.50056    6
G305.605-00.690    4.62826    0    4.23532    0    9.08497    14    3.80266    0
G305.616-00.344    5.53463    1    5.12987    1    6.32163    6    6.4127    5
G305.797-00.097    11.1385    38    8.06587    31    10.9686    59    9.04483    39
G305.799-00.245    13.6527    38    12.9423    33    22.2903    92    24.0046    91
G305.822-00.114    13.7835    25    7.68585    18    13.1451    44    9.97853    42
G305.888+00.016    28.5965    38    20.0072    44    27.4732    58    31.7761    75
G305.925+00.033    5.17444    1    5.82202    2    9.42667    18    7.78419    8
G306.342-00.303    3.55579    0    4.6424    0    6.25244    3    3.64755    0
G307.377-00.944    3.96731    0    6.56348    10    11.9503    35    8.49974    12
G307.385-00.620    4.1065    0    4.51776    0    3.28664    0    2.406    0
G307.630-00.316    4.57875    0    9.08763    36    12.3428    85    15.3848    100
G308.678+00.539    9.12974    12    7.70557    17    19.4512    53    13.4898    66
G308.688+00.529    13.1315    38    13.1297    66    22.8259    91    23.7149    99
G308.735+00.777    4.86034    0    4.74545    0    6.66733    7    5.9572    4
G308.792+00.172    5.59096    3    5.34576    3    5.52317    2    5.64874    5
G309.116+00.139    8.14187    9    8.36718    12    10.0282    64    11.8127    69
G309.121-00.205    6.70624    10    5.14304    2    10.728    61    13.5616    43
G309.144-00.390    3.76394    0    5.94489    2    7.55273    28    7.73483    38
G309.172-00.326    3.68727    0    7.52239    25    10.6966    46    10.7374    69
G309.179-00.030    5.7314    2    5.23475    1    10.1915    34    10.5623    31
G309.382-00.134    22.1781    51    16.9233    55    24.4399    71    20.4072    77
G309.903+00.230    7.77917    9    6.98525    12    12.7877    83    7.29289    44
G309.988+00.511    8.81018    13    5.93555    4    7.22406    25    7.15878    11
G310.176-00.116    6.85422    7    6.02007    7    12.4549    50    10.7398    38
G311.451+00.379    12.8877    59    13.8511    70    15.3942    96    10.8258    53
G311.566+00.318    23.4588    99    13.7743    94    13.005    96    9.99499    69
G311.756+00.083    8.08833    15    5.89849    4    9.19591    35    9.49723    23
G311.836+00.073    5.0992    1    5.31869    3    5.22179    2    5.92275    6
G311.907+00.187    4.49261    0    7.91098    7    6.7771    9    4.5853    0
G311.924+00.222    6.90652    13    7.10121    22    8.11969    62    9.48359    62
G311.929+00.207    4.20138    0    6.79886    15    8.90724    53    9.66033    64
G311.980-00.952    20.063    61    17.2039    77    31.2102    100    19.5544    96
G312.096+00.278    12.6098    70    8.6768    51    6.88773    34    7.59601    18
G312.111+00.263    8.20261    31    6.34629    5    4.48976    0    4.85791    0
G312.113+00.275    12.8011    66    8.23342    31    6.45038    7    7.35309    13
G312.330-00.088    8.69308    14    6.02868    5    9.60531    29    8.10461    12
G312.380-00.416    4.49029    0    6.99132    6    8.17342    14    6.12705    5
G313.576-01.156    8.6808    11    4.6396    0    9.75471    10    6.96093    14
G313.991-00.086    4.90856    0    5.02593    1    9.5824    26    7.54443    12
G314.242+00.418    6.74739    2    8.57186    51    15.8538    84    18.0641    88
G314.257+00.413    9.14846    56    11.7302    91    18.0955    100    17.8727    100
